Logger,Plot,Timestamp,Variable,Value,Depth_cm
21,Freshwater,2026-06-04T14:50:00Z,PerAirSat,92.6,15
21,Freshwater,2026-06-04T14:50:00Z,Temp,15.25,15
21,Freshwater,2026-06-04T14:50:00Z,PerAirSat,87.1,30
21,Freshwater,2026-06-04T14:50:00Z,Temp,15.25,30
21,Freshwater,2026-06-04T14:50:00Z,PerAirSat,79.21,50
21,Freshwater,2026-06-04T14:50:00Z,Temp,15.25,50
21,Freshwater,2026-06-04T15:00:00Z,PerAirSat,99.3,5
21,Freshwater,2026-06-04T15:00:00Z,Temp,15.29,5
21,Freshwater,2026-06-04T15:00:00Z,PerAirSat,92.5,15
21,Freshwater,2026-06-04T15:00:00Z,Temp,15.29,15
21,Freshwater,2026-06-04T15:00:00Z,PerAirSat,87.1,30
21,Freshwater,2026-06-04T15:00:00Z,Temp,15.29,30
21,Freshwater,2026-06-04T15:00:00Z,PerAirSat,79.14,50
21,Freshwater,2026-06-04T15:00:00Z,Temp,15.29,50
21,Freshwater,2026-06-04T15:10:00Z,PerAirSat,99.4,5
21,Freshwater,2026-06-04T15:10:00Z,Temp,15.34,5
21,Freshwater,2026-06-04T15:10:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-04T15:10:00Z,Temp,15.34,15
21,Freshwater,2026-06-04T15:10:00Z,PerAirSat,87.1,30
21,Freshwater,2026-06-04T15:10:00Z,Temp,15.34,30
21,Freshwater,2026-06-04T15:10:00Z,PerAirSat,79.06,50
21,Freshwater,2026-06-04T15:10:00Z,Temp,15.34,50
21,Freshwater,2026-06-04T15:20:00Z,PerAirSat,99.4,5
21,Freshwater,2026-06-04T15:20:00Z,Temp,15.39,5
21,Freshwater,2026-06-04T15:20:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-04T15:20:00Z,Temp,15.39,15
21,Freshwater,2026-06-04T15:20:00Z,PerAirSat,87,30
21,Freshwater,2026-06-04T15:20:00Z,Temp,15.39,30
21,Freshwater,2026-06-04T15:20:00Z,PerAirSat,79,50
21,Freshwater,2026-06-04T15:20:00Z,Temp,15.39,50
21,Freshwater,2026-06-04T15:30:00Z,PerAirSat,99.5,5
21,Freshwater,2026-06-04T15:30:00Z,Temp,15.44,5
21,Freshwater,2026-06-04T15:30:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-04T15:30:00Z,Temp,15.44,15
21,Freshwater,2026-06-04T15:30:00Z,PerAirSat,87,30
21,Freshwater,2026-06-04T15:30:00Z,Temp,15.44,30
21,Freshwater,2026-06-04T15:30:00Z,PerAirSat,78.96,50
21,Freshwater,2026-06-04T15:30:00Z,Temp,15.44,50
21,Freshwater,2026-06-04T15:40:00Z,PerAirSat,99.5,5
21,Freshwater,2026-06-04T15:40:00Z,Temp,15.49,5
21,Freshwater,2026-06-04T15:40:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-04T15:40:00Z,Temp,15.49,15
21,Freshwater,2026-06-04T15:40:00Z,PerAirSat,87,30
21,Freshwater,2026-06-04T15:40:00Z,Temp,15.49,30
21,Freshwater,2026-06-04T15:40:00Z,PerAirSat,78.83,50
21,Freshwater,2026-06-04T15:40:00Z,Temp,15.49,50
21,Freshwater,2026-06-04T15:50:00Z,PerAirSat,99.6,5
21,Freshwater,2026-06-04T15:50:00Z,Temp,15.55,5
21,Freshwater,2026-06-04T15:50:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-04T15:50:00Z,Temp,15.55,15
21,Freshwater,2026-06-04T15:50:00Z,PerAirSat,86.9,30
21,Freshwater,2026-06-04T15:50:00Z,Temp,15.55,30
21,Freshwater,2026-06-04T15:50:00Z,PerAirSat,78.77,50
21,Freshwater,2026-06-04T15:50:00Z,Temp,15.55,50
21,Freshwater,2026-06-04T16:00:00Z,PerAirSat,99.7,5
21,Freshwater,2026-06-04T16:00:00Z,Temp,15.6,5
21,Freshwater,2026-06-04T16:00:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-04T16:00:00Z,Temp,15.6,15
21,Freshwater,2026-06-04T16:00:00Z,PerAirSat,86.9,30
21,Freshwater,2026-06-04T16:00:00Z,Temp,15.6,30
21,Freshwater,2026-06-04T16:00:00Z,PerAirSat,78.79,50
21,Freshwater,2026-06-04T16:00:00Z,Temp,15.6,50
21,Freshwater,2026-06-04T16:10:00Z,PerAirSat,99.6,5
21,Freshwater,2026-06-04T16:10:00Z,Temp,15.65,5
21,Freshwater,2026-06-04T16:10:00Z,PerAirSat,92.1,15
21,Freshwater,2026-06-04T16:10:00Z,Temp,15.65,15
21,Freshwater,2026-06-04T16:10:00Z,PerAirSat,86.7,30
21,Freshwater,2026-06-04T16:10:00Z,Temp,15.65,30
21,Freshwater,2026-06-04T16:10:00Z,PerAirSat,78.83,50
21,Freshwater,2026-06-04T16:10:00Z,Temp,15.65,50
21,Freshwater,2026-06-04T16:20:00Z,PerAirSat,99.8,5
21,Freshwater,2026-06-04T16:20:00Z,Temp,15.71,5
21,Freshwater,2026-06-04T16:20:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-04T16:20:00Z,Temp,15.71,15
21,Freshwater,2026-06-04T16:20:00Z,PerAirSat,86.7,30
21,Freshwater,2026-06-04T16:20:00Z,Temp,15.71,30
21,Freshwater,2026-06-04T16:20:00Z,PerAirSat,78.71,50
21,Freshwater,2026-06-04T16:20:00Z,Temp,15.71,50
21,Freshwater,2026-06-04T16:30:00Z,PerAirSat,99.7,5
21,Freshwater,2026-06-04T16:30:00Z,Temp,15.76,5
21,Freshwater,2026-06-04T16:30:00Z,PerAirSat,92.1,15
21,Freshwater,2026-06-04T16:30:00Z,Temp,15.76,15
21,Freshwater,2026-06-04T16:30:00Z,PerAirSat,86.6,30
21,Freshwater,2026-06-04T16:30:00Z,Temp,15.76,30
21,Freshwater,2026-06-04T16:30:00Z,PerAirSat,78.71,50
21,Freshwater,2026-06-04T16:30:00Z,Temp,15.76,50
21,Freshwater,2026-06-04T16:40:00Z,PerAirSat,99.8,5
21,Freshwater,2026-06-04T16:40:00Z,Temp,15.82,5
21,Freshwater,2026-06-04T16:40:00Z,PerAirSat,91.9,15
21,Freshwater,2026-06-04T16:40:00Z,Temp,15.82,15
21,Freshwater,2026-06-04T16:40:00Z,PerAirSat,86.5,30
21,Freshwater,2026-06-04T16:40:00Z,Temp,15.82,30
21,Freshwater,2026-06-04T16:40:00Z,PerAirSat,78.68,50
21,Freshwater,2026-06-04T16:40:00Z,Temp,15.82,50
21,Freshwater,2026-06-04T16:50:00Z,PerAirSat,99.8,5
21,Freshwater,2026-06-04T16:50:00Z,Temp,15.87,5
21,Freshwater,2026-06-04T16:50:00Z,PerAirSat,92,15
21,Freshwater,2026-06-04T16:50:00Z,Temp,15.87,15
21,Freshwater,2026-06-04T16:50:00Z,PerAirSat,86.5,30
21,Freshwater,2026-06-04T16:50:00Z,Temp,15.87,30
21,Freshwater,2026-06-04T16:50:00Z,PerAirSat,78.57,50
21,Freshwater,2026-06-04T16:50:00Z,Temp,15.87,50
21,Freshwater,2026-06-04T17:10:00Z,PerAirSat,99.9,5
21,Freshwater,2026-06-04T17:10:00Z,Temp,15.99,5
21,Freshwater,2026-06-04T17:10:00Z,PerAirSat,92,15
21,Freshwater,2026-06-04T17:10:00Z,Temp,15.99,15
21,Freshwater,2026-06-04T17:10:00Z,PerAirSat,86.3,30
21,Freshwater,2026-06-04T17:10:00Z,Temp,15.99,30
21,Freshwater,2026-06-04T17:10:00Z,PerAirSat,78.48,50
21,Freshwater,2026-06-04T17:10:00Z,Temp,15.99,50
21,Freshwater,2026-06-04T17:20:00Z,PerAirSat,100,5
21,Freshwater,2026-06-04T17:20:00Z,Temp,16.04,5
21,Freshwater,2026-06-04T17:20:00Z,PerAirSat,91.9,15
21,Freshwater,2026-06-04T17:20:00Z,Temp,16.04,15
21,Freshwater,2026-06-04T17:20:00Z,PerAirSat,86.4,30
21,Freshwater,2026-06-04T17:20:00Z,Temp,16.04,30
21,Freshwater,2026-06-04T17:20:00Z,PerAirSat,78.37,50
21,Freshwater,2026-06-04T17:20:00Z,Temp,16.04,50
21,Freshwater,2026-06-04T17:30:00Z,PerAirSat,100.1,5
21,Freshwater,2026-06-04T17:30:00Z,Temp,16.09,5
21,Freshwater,2026-06-04T17:30:00Z,PerAirSat,91.8,15
21,Freshwater,2026-06-04T17:30:00Z,Temp,16.09,15
21,Freshwater,2026-06-04T17:30:00Z,PerAirSat,86.4,30
21,Freshwater,2026-06-04T17:30:00Z,Temp,16.1,30
21,Freshwater,2026-06-04T17:30:00Z,PerAirSat,78.33,50
21,Freshwater,2026-06-04T17:30:00Z,Temp,16.09,50
21,Freshwater,2026-06-04T17:40:00Z,PerAirSat,100.1,5
21,Freshwater,2026-06-04T17:40:00Z,Temp,16.15,5
21,Freshwater,2026-06-04T17:40:00Z,PerAirSat,91.7,15
21,Freshwater,2026-06-04T17:40:00Z,Temp,16.15,15
21,Freshwater,2026-06-04T17:40:00Z,PerAirSat,86.3,30
21,Freshwater,2026-06-04T17:40:00Z,Temp,16.15,30
21,Freshwater,2026-06-04T17:40:00Z,PerAirSat,78.24,50
21,Freshwater,2026-06-04T17:40:00Z,Temp,16.15,50
21,Freshwater,2026-06-04T17:50:00Z,PerAirSat,100.1,5
21,Freshwater,2026-06-04T17:50:00Z,Temp,16.21,5
21,Freshwater,2026-06-04T17:50:00Z,PerAirSat,91.7,15
21,Freshwater,2026-06-04T17:50:00Z,Temp,16.21,15
21,Freshwater,2026-06-04T17:50:00Z,PerAirSat,86.2,30
21,Freshwater,2026-06-04T17:50:00Z,Temp,16.21,30
21,Freshwater,2026-06-04T17:50:00Z,PerAirSat,78.28,50
21,Freshwater,2026-06-04T17:50:00Z,Temp,16.21,50
21,Freshwater,2026-06-04T18:00:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-04T18:00:00Z,Temp,16.27,5
21,Freshwater,2026-06-04T18:00:00Z,PerAirSat,91.7,15
21,Freshwater,2026-06-04T18:00:00Z,Temp,16.27,15
21,Freshwater,2026-06-04T18:00:00Z,PerAirSat,86.2,30
21,Freshwater,2026-06-04T18:00:00Z,Temp,16.27,30
21,Freshwater,2026-06-04T18:00:00Z,PerAirSat,78.22,50
21,Freshwater,2026-06-04T18:00:00Z,Temp,16.27,50
21,Freshwater,2026-06-04T18:10:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-04T18:10:00Z,Temp,16.34,5
21,Freshwater,2026-06-04T18:10:00Z,PerAirSat,91.7,15
21,Freshwater,2026-06-04T18:10:00Z,Temp,16.34,15
21,Freshwater,2026-06-04T18:10:00Z,PerAirSat,86.1,30
21,Freshwater,2026-06-04T18:10:00Z,Temp,16.34,30
21,Freshwater,2026-06-04T18:10:00Z,PerAirSat,78.03,50
21,Freshwater,2026-06-04T18:10:00Z,Temp,16.34,50
21,Freshwater,2026-06-04T18:20:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-04T18:20:00Z,Temp,16.42,5
21,Freshwater,2026-06-04T18:20:00Z,PerAirSat,91.5,15
21,Freshwater,2026-06-04T18:20:00Z,Temp,16.42,15
21,Freshwater,2026-06-04T18:20:00Z,PerAirSat,86.1,30
21,Freshwater,2026-06-04T18:20:00Z,Temp,16.42,30
21,Freshwater,2026-06-04T18:20:00Z,PerAirSat,77.96,50
21,Freshwater,2026-06-04T18:20:00Z,Temp,16.42,50
21,Freshwater,2026-06-04T18:30:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-04T18:30:00Z,Temp,16.51,5
21,Freshwater,2026-06-04T18:30:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T18:30:00Z,Temp,16.51,15
21,Freshwater,2026-06-04T18:30:00Z,PerAirSat,86,30
21,Freshwater,2026-06-04T18:30:00Z,Temp,16.51,30
21,Freshwater,2026-06-04T18:30:00Z,PerAirSat,77.82,50
21,Freshwater,2026-06-04T18:30:00Z,Temp,16.51,50
21,Freshwater,2026-06-04T18:40:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-04T18:40:00Z,Temp,16.59,5
21,Freshwater,2026-06-04T18:40:00Z,PerAirSat,91.5,15
21,Freshwater,2026-06-04T18:40:00Z,Temp,16.6,15
21,Freshwater,2026-06-04T18:40:00Z,PerAirSat,86,30
21,Freshwater,2026-06-04T18:40:00Z,Temp,16.6,30
21,Freshwater,2026-06-04T18:40:00Z,PerAirSat,77.84,50
21,Freshwater,2026-06-04T18:40:00Z,Temp,16.6,50
21,Freshwater,2026-06-04T18:50:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-04T18:50:00Z,Temp,16.67,5
21,Freshwater,2026-06-04T18:50:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T18:50:00Z,Temp,16.68,15
21,Freshwater,2026-06-04T18:50:00Z,PerAirSat,85.9,30
21,Freshwater,2026-06-04T18:50:00Z,Temp,16.68,30
21,Freshwater,2026-06-04T18:50:00Z,PerAirSat,77.76,50
21,Freshwater,2026-06-04T18:50:00Z,Temp,16.68,50
21,Freshwater,2026-06-04T19:00:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-04T19:00:00Z,Temp,16.75,5
21,Freshwater,2026-06-04T19:00:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T19:00:00Z,Temp,16.75,15
21,Freshwater,2026-06-04T19:00:00Z,PerAirSat,85.8,30
21,Freshwater,2026-06-04T19:00:00Z,Temp,16.76,30
21,Freshwater,2026-06-04T19:00:00Z,PerAirSat,77.7,50
21,Freshwater,2026-06-04T19:00:00Z,Temp,16.76,50
21,Freshwater,2026-06-04T19:10:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-04T19:10:00Z,Temp,16.83,5
21,Freshwater,2026-06-04T19:10:00Z,PerAirSat,91.3,15
21,Freshwater,2026-06-04T19:10:00Z,Temp,16.83,15
21,Freshwater,2026-06-04T19:10:00Z,PerAirSat,85.8,30
21,Freshwater,2026-06-04T19:10:00Z,Temp,16.83,30
21,Freshwater,2026-06-04T19:10:00Z,PerAirSat,77.59,50
21,Freshwater,2026-06-04T19:10:00Z,Temp,16.83,50
21,Freshwater,2026-06-04T19:20:00Z,PerAirSat,100.3,5
21,Freshwater,2026-06-04T19:20:00Z,Temp,16.89,5
21,Freshwater,2026-06-04T19:20:00Z,PerAirSat,91.3,15
21,Freshwater,2026-06-04T19:20:00Z,Temp,16.89,15
21,Freshwater,2026-06-04T19:20:00Z,PerAirSat,85.8,30
21,Freshwater,2026-06-04T19:20:00Z,Temp,16.89,30
21,Freshwater,2026-06-04T19:20:00Z,PerAirSat,77.57,50
21,Freshwater,2026-06-04T19:20:00Z,Temp,16.89,50
21,Freshwater,2026-06-04T19:30:00Z,PerAirSat,100.2,5
21,Freshwater,2026-06-04T19:30:00Z,Temp,16.93,5
21,Freshwater,2026-06-04T19:30:00Z,PerAirSat,91.3,15
21,Freshwater,2026-06-04T19:30:00Z,Temp,16.93,15
21,Freshwater,2026-06-04T19:30:00Z,PerAirSat,85.7,30
21,Freshwater,2026-06-04T19:30:00Z,Temp,16.93,30
21,Freshwater,2026-06-04T19:30:00Z,PerAirSat,77.62,50
21,Freshwater,2026-06-04T19:30:00Z,Temp,16.93,50
21,Freshwater,2026-06-04T19:40:00Z,PerAirSat,100.1,5
21,Freshwater,2026-06-04T19:40:00Z,Temp,16.98,5
21,Freshwater,2026-06-04T19:40:00Z,PerAirSat,91.2,15
21,Freshwater,2026-06-04T19:40:00Z,Temp,16.97,15
21,Freshwater,2026-06-04T19:40:00Z,PerAirSat,85.7,30
21,Freshwater,2026-06-04T19:40:00Z,Temp,16.98,30
21,Freshwater,2026-06-04T19:40:00Z,PerAirSat,77.56,50
21,Freshwater,2026-06-04T19:40:00Z,Temp,16.98,50
21,Freshwater,2026-06-04T19:50:00Z,PerAirSat,100.1,5
21,Freshwater,2026-06-04T19:50:00Z,Temp,17.01,5
21,Freshwater,2026-06-04T19:50:00Z,PerAirSat,91.1,15
21,Freshwater,2026-06-04T19:50:00Z,Temp,17.01,15
21,Freshwater,2026-06-04T19:50:00Z,PerAirSat,85.7,30
21,Freshwater,2026-06-04T19:50:00Z,Temp,17.01,30
21,Freshwater,2026-06-04T19:50:00Z,PerAirSat,77.5,50
21,Freshwater,2026-06-04T19:50:00Z,Temp,17.01,50
21,Freshwater,2026-06-04T20:00:00Z,PerAirSat,100,5
21,Freshwater,2026-06-04T20:00:00Z,Temp,17.04,5
21,Freshwater,2026-06-04T20:00:00Z,PerAirSat,91.2,15
21,Freshwater,2026-06-04T20:00:00Z,Temp,17.04,15
21,Freshwater,2026-06-04T20:00:00Z,PerAirSat,85.7,30
21,Freshwater,2026-06-04T20:00:00Z,Temp,17.04,30
21,Freshwater,2026-06-04T20:00:00Z,PerAirSat,77.46,50
21,Freshwater,2026-06-04T20:00:00Z,Temp,17.04,50
21,Freshwater,2026-06-04T20:10:00Z,PerAirSat,100.1,5
21,Freshwater,2026-06-04T20:10:00Z,Temp,17.06,5
21,Freshwater,2026-06-04T20:10:00Z,PerAirSat,91.3,15
21,Freshwater,2026-06-04T20:10:00Z,Temp,17.06,15
21,Freshwater,2026-06-04T20:10:00Z,PerAirSat,85.7,30
21,Freshwater,2026-06-04T20:10:00Z,Temp,17.06,30
21,Freshwater,2026-06-04T20:10:00Z,PerAirSat,77.46,50
21,Freshwater,2026-06-04T20:10:00Z,Temp,17.06,50
21,Freshwater,2026-06-04T20:20:00Z,PerAirSat,99.9,5
21,Freshwater,2026-06-04T20:20:00Z,Temp,17.08,5
21,Freshwater,2026-06-04T20:20:00Z,PerAirSat,91.3,15
21,Freshwater,2026-06-04T20:20:00Z,Temp,17.08,15
21,Freshwater,2026-06-04T20:20:00Z,PerAirSat,85.7,30
21,Freshwater,2026-06-04T20:20:00Z,Temp,17.08,30
21,Freshwater,2026-06-04T20:20:00Z,PerAirSat,77.53,50
21,Freshwater,2026-06-04T20:20:00Z,Temp,17.08,50
21,Freshwater,2026-06-04T20:30:00Z,PerAirSat,99.9,5
21,Freshwater,2026-06-04T20:30:00Z,Temp,17.1,5
21,Freshwater,2026-06-04T20:30:00Z,PerAirSat,91.3,15
21,Freshwater,2026-06-04T20:30:00Z,Temp,17.1,15
21,Freshwater,2026-06-04T20:30:00Z,PerAirSat,85.8,30
21,Freshwater,2026-06-04T20:30:00Z,Temp,17.1,30
21,Freshwater,2026-06-04T20:30:00Z,PerAirSat,77.45,50
21,Freshwater,2026-06-04T20:30:00Z,Temp,17.1,50
21,Freshwater,2026-06-04T20:40:00Z,PerAirSat,99.8,5
21,Freshwater,2026-06-04T20:40:00Z,Temp,17.11,5
21,Freshwater,2026-06-04T20:40:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T20:40:00Z,Temp,17.11,15
21,Freshwater,2026-06-04T20:40:00Z,PerAirSat,85.9,30
21,Freshwater,2026-06-04T20:40:00Z,Temp,17.11,30
21,Freshwater,2026-06-04T20:40:00Z,PerAirSat,77.44,50
21,Freshwater,2026-06-04T20:40:00Z,Temp,17.11,50
21,Freshwater,2026-06-04T20:50:00Z,PerAirSat,99.8,5
21,Freshwater,2026-06-04T20:50:00Z,Temp,17.13,5
21,Freshwater,2026-06-04T20:50:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T20:50:00Z,Temp,17.13,15
21,Freshwater,2026-06-04T20:50:00Z,PerAirSat,85.9,30
21,Freshwater,2026-06-04T20:50:00Z,Temp,17.13,30
21,Freshwater,2026-06-04T20:50:00Z,PerAirSat,77.42,50
21,Freshwater,2026-06-04T20:50:00Z,Temp,17.13,50
21,Freshwater,2026-06-04T21:00:00Z,PerAirSat,99.8,5
21,Freshwater,2026-06-04T21:00:00Z,Temp,17.14,5
21,Freshwater,2026-06-04T21:00:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T21:00:00Z,Temp,17.14,15
21,Freshwater,2026-06-04T21:00:00Z,PerAirSat,85.9,30
21,Freshwater,2026-06-04T21:00:00Z,Temp,17.14,30
21,Freshwater,2026-06-04T21:00:00Z,PerAirSat,77.52,50
21,Freshwater,2026-06-04T21:00:00Z,Temp,17.14,50
21,Freshwater,2026-06-04T21:10:00Z,PerAirSat,99.7,5
21,Freshwater,2026-06-04T21:10:00Z,Temp,17.15,5
21,Freshwater,2026-06-04T21:10:00Z,PerAirSat,91.2,15
21,Freshwater,2026-06-04T21:10:00Z,Temp,17.15,15
21,Freshwater,2026-06-04T21:10:00Z,PerAirSat,85.9,30
21,Freshwater,2026-06-04T21:10:00Z,Temp,17.15,30
21,Freshwater,2026-06-04T21:10:00Z,PerAirSat,77.44,50
21,Freshwater,2026-06-04T21:10:00Z,Temp,17.15,50
21,Freshwater,2026-06-04T21:20:00Z,PerAirSat,99.7,5
21,Freshwater,2026-06-04T21:20:00Z,Temp,17.16,5
21,Freshwater,2026-06-04T21:20:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T21:20:00Z,Temp,17.16,15
21,Freshwater,2026-06-04T21:20:00Z,PerAirSat,86,30
21,Freshwater,2026-06-04T21:20:00Z,Temp,17.16,30
21,Freshwater,2026-06-04T21:20:00Z,PerAirSat,77.41,50
21,Freshwater,2026-06-04T21:20:00Z,Temp,17.16,50
21,Freshwater,2026-06-04T21:30:00Z,PerAirSat,99.7,5
21,Freshwater,2026-06-04T21:30:00Z,Temp,17.16,5
21,Freshwater,2026-06-04T21:30:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T21:30:00Z,Temp,17.16,15
21,Freshwater,2026-06-04T21:30:00Z,PerAirSat,86,30
21,Freshwater,2026-06-04T21:30:00Z,Temp,17.16,30
21,Freshwater,2026-06-04T21:30:00Z,PerAirSat,77.47,50
21,Freshwater,2026-06-04T21:30:00Z,Temp,17.16,50
21,Freshwater,2026-06-04T21:40:00Z,PerAirSat,99.6,5
21,Freshwater,2026-06-04T21:40:00Z,Temp,17.17,5
21,Freshwater,2026-06-04T21:40:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T21:40:00Z,Temp,17.17,15
21,Freshwater,2026-06-04T21:40:00Z,PerAirSat,86.1,30
21,Freshwater,2026-06-04T21:40:00Z,Temp,17.17,30
21,Freshwater,2026-06-04T21:40:00Z,PerAirSat,77.43,50
21,Freshwater,2026-06-04T21:40:00Z,Temp,17.17,50
21,Freshwater,2026-06-04T21:50:00Z,PerAirSat,99.6,5
21,Freshwater,2026-06-04T21:50:00Z,Temp,17.18,5
21,Freshwater,2026-06-04T21:50:00Z,PerAirSat,91.3,15
21,Freshwater,2026-06-04T21:50:00Z,Temp,17.18,15
21,Freshwater,2026-06-04T21:50:00Z,PerAirSat,86,30
21,Freshwater,2026-06-04T21:50:00Z,Temp,17.18,30
21,Freshwater,2026-06-04T21:50:00Z,PerAirSat,77.45,50
21,Freshwater,2026-06-04T21:50:00Z,Temp,17.18,50
21,Freshwater,2026-06-04T22:00:00Z,PerAirSat,99.6,5
21,Freshwater,2026-06-04T22:00:00Z,Temp,17.18,5
21,Freshwater,2026-06-04T22:00:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T22:00:00Z,Temp,17.18,15
21,Freshwater,2026-06-04T22:00:00Z,PerAirSat,86.1,30
21,Freshwater,2026-06-04T22:00:00Z,Temp,17.18,30
21,Freshwater,2026-06-04T22:00:00Z,PerAirSat,77.45,50
21,Freshwater,2026-06-04T22:00:00Z,Temp,17.18,50
21,Freshwater,2026-06-04T22:10:00Z,PerAirSat,99.6,5
21,Freshwater,2026-06-04T22:10:00Z,Temp,17.19,5
21,Freshwater,2026-06-04T22:10:00Z,PerAirSat,91.3,15
21,Freshwater,2026-06-04T22:10:00Z,Temp,17.19,15
21,Freshwater,2026-06-04T22:10:00Z,PerAirSat,86.1,30
21,Freshwater,2026-06-04T22:10:00Z,Temp,17.19,30
21,Freshwater,2026-06-04T22:10:00Z,PerAirSat,77.46,50
21,Freshwater,2026-06-04T22:10:00Z,Temp,17.19,50
21,Freshwater,2026-06-04T22:20:00Z,PerAirSat,99.5,5
21,Freshwater,2026-06-04T22:20:00Z,Temp,17.19,5
21,Freshwater,2026-06-04T22:20:00Z,PerAirSat,91.5,15
21,Freshwater,2026-06-04T22:20:00Z,Temp,17.19,15
21,Freshwater,2026-06-04T22:20:00Z,PerAirSat,86.1,30
21,Freshwater,2026-06-04T22:20:00Z,Temp,17.19,30
21,Freshwater,2026-06-04T22:20:00Z,PerAirSat,77.48,50
21,Freshwater,2026-06-04T22:20:00Z,Temp,17.19,50
21,Freshwater,2026-06-04T22:30:00Z,PerAirSat,99.5,5
21,Freshwater,2026-06-04T22:30:00Z,Temp,17.2,5
21,Freshwater,2026-06-04T22:30:00Z,PerAirSat,91.5,15
21,Freshwater,2026-06-04T22:30:00Z,Temp,17.2,15
21,Freshwater,2026-06-04T22:30:00Z,PerAirSat,86.1,30
21,Freshwater,2026-06-04T22:30:00Z,Temp,17.2,30
21,Freshwater,2026-06-04T22:30:00Z,PerAirSat,77.46,50
21,Freshwater,2026-06-04T22:30:00Z,Temp,17.2,50
21,Freshwater,2026-06-04T22:40:00Z,PerAirSat,99.4,5
21,Freshwater,2026-06-04T22:40:00Z,Temp,17.2,5
21,Freshwater,2026-06-04T22:40:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T22:40:00Z,Temp,17.2,15
21,Freshwater,2026-06-04T22:40:00Z,PerAirSat,86.2,30
21,Freshwater,2026-06-04T22:40:00Z,Temp,17.2,30
21,Freshwater,2026-06-04T22:40:00Z,PerAirSat,77.55,50
21,Freshwater,2026-06-04T22:40:00Z,Temp,17.2,50
21,Freshwater,2026-06-04T22:50:00Z,PerAirSat,99.5,5
21,Freshwater,2026-06-04T22:50:00Z,Temp,17.2,5
21,Freshwater,2026-06-04T22:50:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T22:50:00Z,Temp,17.2,15
21,Freshwater,2026-06-04T22:50:00Z,PerAirSat,86.2,30
21,Freshwater,2026-06-04T22:50:00Z,Temp,17.2,30
21,Freshwater,2026-06-04T22:50:00Z,PerAirSat,77.57,50
21,Freshwater,2026-06-04T22:50:00Z,Temp,17.2,50
21,Freshwater,2026-06-04T23:00:00Z,PerAirSat,99.4,5
21,Freshwater,2026-06-04T23:00:00Z,Temp,17.2,5
21,Freshwater,2026-06-04T23:00:00Z,PerAirSat,91.4,15
21,Freshwater,2026-06-04T23:00:00Z,Temp,17.2,15
21,Freshwater,2026-06-04T23:00:00Z,PerAirSat,86.2,30
21,Freshwater,2026-06-04T23:00:00Z,Temp,17.2,30
21,Freshwater,2026-06-04T23:00:00Z,PerAirSat,77.65,50
21,Freshwater,2026-06-04T23:00:00Z,Temp,17.2,50
21,Freshwater,2026-06-04T23:10:00Z,PerAirSat,99.4,5
21,Freshwater,2026-06-04T23:10:00Z,Temp,17.2,5
21,Freshwater,2026-06-04T23:10:00Z,PerAirSat,91.6,15
21,Freshwater,2026-06-04T23:10:00Z,Temp,17.2,15
21,Freshwater,2026-06-04T23:10:00Z,PerAirSat,86.2,30
21,Freshwater,2026-06-04T23:10:00Z,Temp,17.2,30
21,Freshwater,2026-06-04T23:10:00Z,PerAirSat,77.55,50
21,Freshwater,2026-06-04T23:10:00Z,Temp,17.2,50
21,Freshwater,2026-06-04T23:20:00Z,PerAirSat,99.5,5
21,Freshwater,2026-06-04T23:20:00Z,Temp,17.2,5
21,Freshwater,2026-06-04T23:20:00Z,PerAirSat,91.6,15
21,Freshwater,2026-06-04T23:20:00Z,Temp,17.2,15
21,Freshwater,2026-06-04T23:20:00Z,PerAirSat,86.2,30
21,Freshwater,2026-06-04T23:20:00Z,Temp,17.2,30
21,Freshwater,2026-06-04T23:20:00Z,PerAirSat,77.55,50
