Plot,Timestamp,Value,Sapflow_ID,Logger,Port,Species,Out_Of_Plot,BattV_Avg,Grid_Square
Control,2026-06-06T03:30:00Z,0.475,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T03:30:00Z,0.43,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T03:45:00Z,0.748,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T03:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T03:45:00Z,1.051,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T03:45:00Z,0.567,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T03:45:00Z,0.476,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T03:45:00Z,0.431,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T04:00:00Z,0.749,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T04:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T04:00:00Z,1.05,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T04:00:00Z,0.568,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T04:00:00Z,0.476,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T04:00:00Z,0.431,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T04:15:00Z,0.75,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T04:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T04:15:00Z,1.05,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T04:15:00Z,0.568,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T04:15:00Z,0.477,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T04:15:00Z,0.431,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T04:30:00Z,0.75,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T04:30:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T04:30:00Z,1.048,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T04:30:00Z,0.568,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T04:30:00Z,0.477,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T04:30:00Z,0.432,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T04:45:00Z,0.751,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T04:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T04:45:00Z,1.047,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T04:45:00Z,0.569,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T04:45:00Z,0.478,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T04:45:00Z,0.432,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T05:00:00Z,0.751,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T05:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T05:00:00Z,1.048,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T05:00:00Z,0.569,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T05:00:00Z,0.478,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T05:00:00Z,0.432,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T05:15:00Z,0.752,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T05:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T05:15:00Z,1.047,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T05:15:00Z,0.569,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T05:15:00Z,0.479,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T05:15:00Z,0.432,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T05:30:00Z,0.752,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T05:30:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T05:30:00Z,1.046,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T05:30:00Z,0.569,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T05:30:00Z,0.479,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T05:30:00Z,0.432,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T05:45:00Z,0.752,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T05:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T05:45:00Z,1.049,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T05:45:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T05:45:00Z,0.479,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T05:45:00Z,0.432,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T06:00:00Z,0.753,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T06:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T06:00:00Z,1.05,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T06:00:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T06:00:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T06:00:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T06:15:00Z,0.753,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T06:15:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T06:15:00Z,1.048,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T06:15:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T06:15:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T06:15:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T06:30:00Z,0.753,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T06:30:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T06:30:00Z,1.048,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T06:30:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T06:30:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T06:30:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T06:45:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T06:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T06:45:00Z,1.05,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T06:45:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T06:45:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T06:45:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T07:00:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T07:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T07:00:00Z,1.051,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T07:00:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T07:00:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T07:00:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T07:15:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T07:15:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T07:15:00Z,1.051,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T07:15:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T07:15:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T07:15:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T07:30:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T07:30:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T07:30:00Z,1.051,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T07:30:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T07:30:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T07:30:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T07:45:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T07:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T07:45:00Z,1.051,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T07:45:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T07:45:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T07:45:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T08:00:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T08:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T08:00:00Z,1.054,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T08:00:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T08:00:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T08:00:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T08:15:00Z,0.754,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T08:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T08:15:00Z,1.051,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T08:15:00Z,0.57,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T08:15:00Z,0.481,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T08:15:00Z,0.433,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T08:30:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T08:30:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T08:30:00Z,1.051,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T08:30:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T08:30:00Z,0.481,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T08:30:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T08:45:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T08:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T08:45:00Z,1.051,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T08:45:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T08:45:00Z,0.481,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T08:45:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T09:00:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T09:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T09:00:00Z,1.053,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T09:00:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T09:00:00Z,0.481,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T09:00:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T09:15:00Z,0.754,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T09:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T09:15:00Z,1.054,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T09:15:00Z,0.57,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T09:15:00Z,0.481,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T09:15:00Z,0.433,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T09:30:00Z,0.754,C7,11,1,ACRU,FALSE,13.65,B3
Control,2026-06-06T09:30:00Z,NA,C19,11,2,ACRU,FALSE,13.65,A1
Control,2026-06-06T09:30:00Z,1.054,C10,11,3,ACRU,FALSE,13.65,D4
Control,2026-06-06T09:30:00Z,0.57,C11,11,4,ACRU,FALSE,13.65,F2
Control,2026-06-06T09:30:00Z,0.48,C16,11,5,FAGR,FALSE,13.65,E4
Control,2026-06-06T09:30:00Z,0.433,C18,11,6,FAGR,TRUE,13.65,G1
Control,2026-06-06T09:45:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T09:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T09:45:00Z,1.053,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T09:45:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T09:45:00Z,0.48,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T09:45:00Z,0.433,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T10:00:00Z,0.754,C7,11,1,ACRU,FALSE,13.65,B3
Control,2026-06-06T10:00:00Z,NA,C19,11,2,ACRU,FALSE,13.65,A1
Control,2026-06-06T10:00:00Z,1.053,C10,11,3,ACRU,FALSE,13.65,D4
Control,2026-06-06T10:00:00Z,0.57,C11,11,4,ACRU,FALSE,13.65,F2
Control,2026-06-06T10:00:00Z,0.48,C16,11,5,FAGR,FALSE,13.65,E4
Control,2026-06-06T10:00:00Z,0.432,C18,11,6,FAGR,TRUE,13.65,G1
Control,2026-06-06T10:15:00Z,0.754,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T10:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T10:15:00Z,1.056,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T10:15:00Z,0.57,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T10:15:00Z,0.48,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T10:15:00Z,0.432,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T10:30:00Z,0.754,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T10:30:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T10:30:00Z,1.058,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T10:30:00Z,0.57,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T10:30:00Z,0.478,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T10:30:00Z,0.432,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T10:45:00Z,0.753,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T10:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T10:45:00Z,1.057,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T10:45:00Z,0.569,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T10:45:00Z,0.473,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T10:45:00Z,0.431,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T11:00:00Z,0.752,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T11:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T11:00:00Z,1.058,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T11:00:00Z,0.569,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T11:00:00Z,0.465,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T11:00:00Z,0.428,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T11:15:00Z,0.751,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T11:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T11:15:00Z,1.062,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T11:15:00Z,0.569,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T11:15:00Z,0.457,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T11:15:00Z,0.425,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T11:30:00Z,0.75,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T11:30:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T11:30:00Z,1.063,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T11:30:00Z,0.569,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T11:30:00Z,0.442,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T11:30:00Z,0.419,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T11:45:00Z,0.747,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T11:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T11:45:00Z,1.066,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T11:45:00Z,0.568,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T11:45:00Z,0.421,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T11:45:00Z,0.41,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T12:00:00Z,0.74,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T12:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T12:00:00Z,1.065,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T12:00:00Z,0.565,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T12:00:00Z,0.401,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T12:00:00Z,0.401,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T12:15:00Z,0.73,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T12:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T12:15:00Z,1.066,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T12:15:00Z,0.559,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T12:15:00Z,0.384,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T12:15:00Z,0.392,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T12:30:00Z,0.717,C7,11,1,ACRU,FALSE,13.65,B3
Control,2026-06-06T12:30:00Z,NA,C19,11,2,ACRU,FALSE,13.65,A1
Control,2026-06-06T12:30:00Z,1.065,C10,11,3,ACRU,FALSE,13.65,D4
Control,2026-06-06T12:30:00Z,0.553,C11,11,4,ACRU,FALSE,13.65,F2
Control,2026-06-06T12:30:00Z,0.371,C16,11,5,FAGR,FALSE,13.65,E4
Control,2026-06-06T12:30:00Z,0.385,C18,11,6,FAGR,TRUE,13.65,G1
Control,2026-06-06T12:45:00Z,0.702,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T12:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T12:45:00Z,1.064,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T12:45:00Z,0.544,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T12:45:00Z,0.36,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T12:45:00Z,0.379,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T13:00:00Z,0.686,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T13:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T13:00:00Z,1.068,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T13:00:00Z,0.533,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T13:00:00Z,0.348,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T13:00:00Z,0.374,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T13:15:00Z,0.667,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T13:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T13:15:00Z,1.07,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T13:15:00Z,0.516,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T13:15:00Z,0.339,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T13:15:00Z,0.369,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T13:30:00Z,0.656,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T13:30:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T13:30:00Z,1.07,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T13:30:00Z,0.501,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T13:30:00Z,0.334,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T13:30:00Z,0.367,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T13:45:00Z,0.643,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T13:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T13:45:00Z,1.072,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T13:45:00Z,0.487,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T13:45:00Z,0.325,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T13:45:00Z,0.365,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T14:00:00Z,0.632,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T14:00:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T14:00:00Z,1.074,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T14:00:00Z,0.471,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T14:00:00Z,0.317,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T14:00:00Z,0.362,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T14:15:00Z,0.626,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T14:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T14:15:00Z,1.074,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T14:15:00Z,0.46,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T14:15:00Z,0.313,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T14:15:00Z,0.361,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T14:30:00Z,0.627,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T14:30:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T14:30:00Z,1.073,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T14:30:00Z,0.459,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T14:30:00Z,0.319,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T14:30:00Z,0.361,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T14:45:00Z,0.625,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T14:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T14:45:00Z,1.074,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T14:45:00Z,0.455,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T14:45:00Z,0.315,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T14:45:00Z,0.362,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T15:00:00Z,0.62,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T15:00:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T15:00:00Z,1.077,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T15:00:00Z,0.448,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T15:00:00Z,0.307,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T15:00:00Z,0.361,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T15:15:00Z,0.617,C7,11,1,ACRU,FALSE,13.62,B3
Control,2026-06-06T15:15:00Z,NA,C19,11,2,ACRU,FALSE,13.62,A1
Control,2026-06-06T15:15:00Z,1.078,C10,11,3,ACRU,FALSE,13.62,D4
Control,2026-06-06T15:15:00Z,0.443,C11,11,4,ACRU,FALSE,13.62,F2
Control,2026-06-06T15:15:00Z,0.304,C16,11,5,FAGR,FALSE,13.62,E4
Control,2026-06-06T15:15:00Z,0.36,C18,11,6,FAGR,TRUE,13.62,G1
Control,2026-06-06T15:30:00Z,0.618,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T15:30:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T15:30:00Z,1.079,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T15:30:00Z,0.443,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T15:30:00Z,0.303,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T15:30:00Z,0.36,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T15:45:00Z,0.617,C7,11,1,ACRU,FALSE,13.64,B3
Control,2026-06-06T15:45:00Z,NA,C19,11,2,ACRU,FALSE,13.64,A1
Control,2026-06-06T15:45:00Z,1.079,C10,11,3,ACRU,FALSE,13.64,D4
Control,2026-06-06T15:45:00Z,0.44,C11,11,4,ACRU,FALSE,13.64,F2
Control,2026-06-06T15:45:00Z,0.302,C16,11,5,FAGR,FALSE,13.64,E4
Control,2026-06-06T15:45:00Z,0.36,C18,11,6,FAGR,TRUE,13.64,G1
Control,2026-06-06T16:00:00Z,0.617,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T16:00:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
Control,2026-06-06T16:00:00Z,1.078,C10,11,3,ACRU,FALSE,13.63,D4
Control,2026-06-06T16:00:00Z,0.438,C11,11,4,ACRU,FALSE,13.63,F2
Control,2026-06-06T16:00:00Z,0.3,C16,11,5,FAGR,FALSE,13.63,E4
Control,2026-06-06T16:00:00Z,0.361,C18,11,6,FAGR,TRUE,13.63,G1
Control,2026-06-06T16:15:00Z,0.617,C7,11,1,ACRU,FALSE,13.63,B3
Control,2026-06-06T16:15:00Z,NA,C19,11,2,ACRU,FALSE,13.63,A1
