Plot,Timestamp,Value,Sapflow_ID,Logger,Port,Species,Out_Of_Plot,BattV_Avg,Grid_Square
Freshwater,2026-06-10T21:15:00Z,0.368,F18,23,6,FAGR,FALSE,13.44,H8
Freshwater,2026-06-10T21:30:00Z,0.418,F2,23,1,LITU,FALSE,13.34,G6
Freshwater,2026-06-10T21:30:00Z,0.541,F10,23,2,ACRU,FALSE,13.34,F8
Freshwater,2026-06-10T21:30:00Z,0.532,F11,23,3,ACRU,FALSE,13.34,F6
Freshwater,2026-06-10T21:30:00Z,0.353,F14,23,4,FAGR,FALSE,13.34,D7
Freshwater,2026-06-10T21:30:00Z,0.521,F17,23,5,FAGR,FALSE,13.34,I6
Freshwater,2026-06-10T21:30:00Z,0.373,F18,23,6,FAGR,FALSE,13.34,H8
Freshwater,2026-06-10T21:45:00Z,0.425,F2,23,1,LITU,FALSE,13.44,G6
Freshwater,2026-06-10T21:45:00Z,0.549,F10,23,2,ACRU,FALSE,13.44,F8
Freshwater,2026-06-10T21:45:00Z,0.548,F11,23,3,ACRU,FALSE,13.44,F6
Freshwater,2026-06-10T21:45:00Z,0.362,F14,23,4,FAGR,FALSE,13.44,D7
Freshwater,2026-06-10T21:45:00Z,0.526,F17,23,5,FAGR,FALSE,13.44,I6
Freshwater,2026-06-10T21:45:00Z,0.381,F18,23,6,FAGR,FALSE,13.44,H8
Saltwater,2026-06-01T05:00:00Z,0.581,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T05:00:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T05:00:00Z,0.391,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T05:00:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T05:00:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T05:00:00Z,0.444,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T05:00:00Z,0.476,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T05:15:00Z,0.582,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T05:15:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T05:15:00Z,0.391,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T05:15:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T05:15:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T05:15:00Z,0.444,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T05:15:00Z,0.476,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T05:30:00Z,0.583,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T05:30:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T05:30:00Z,0.391,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T05:30:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T05:30:00Z,0.468,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T05:30:00Z,0.444,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T05:30:00Z,0.476,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T05:45:00Z,0.584,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T05:45:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T05:45:00Z,0.392,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T05:45:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T05:45:00Z,0.468,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T05:45:00Z,0.445,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T05:45:00Z,0.475,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T06:00:00Z,0.584,S2,31,1,LITU,FALSE,12.59,C5
Saltwater,2026-06-01T06:00:00Z,0.54,S3,31,2,LITU,FALSE,12.59,E5
Saltwater,2026-06-01T06:00:00Z,0.392,S13,31,3,FAGR,FALSE,12.59,A2
Saltwater,2026-06-01T06:00:00Z,0.428,S15,31,4,FAGR,FALSE,12.59,E4
Saltwater,2026-06-01T06:00:00Z,0.468,S16,31,5,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T06:00:00Z,0.445,S17,31,6,FAGR,FALSE,12.59,D1
Saltwater,2026-06-01T06:00:00Z,0.475,SD16,31,8,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T06:15:00Z,0.585,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T06:15:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T06:15:00Z,0.392,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T06:15:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T06:15:00Z,0.468,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T06:15:00Z,0.445,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T06:15:00Z,0.474,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T06:30:00Z,0.585,S2,31,1,LITU,FALSE,12.59,C5
Saltwater,2026-06-01T06:30:00Z,0.54,S3,31,2,LITU,FALSE,12.59,E5
Saltwater,2026-06-01T06:30:00Z,0.392,S13,31,3,FAGR,FALSE,12.59,A2
Saltwater,2026-06-01T06:30:00Z,0.428,S15,31,4,FAGR,FALSE,12.59,E4
Saltwater,2026-06-01T06:30:00Z,0.468,S16,31,5,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T06:30:00Z,0.445,S17,31,6,FAGR,FALSE,12.59,D1
Saltwater,2026-06-01T06:30:00Z,0.474,SD16,31,8,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T06:45:00Z,0.585,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T06:45:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T06:45:00Z,0.392,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T06:45:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T06:45:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T06:45:00Z,0.445,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T06:45:00Z,0.474,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T07:00:00Z,0.585,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T07:00:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T07:00:00Z,0.392,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T07:00:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T07:00:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T07:00:00Z,0.445,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T07:00:00Z,0.473,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T07:15:00Z,0.586,S2,31,1,LITU,FALSE,12.57,C5
Saltwater,2026-06-01T07:15:00Z,0.54,S3,31,2,LITU,FALSE,12.57,E5
Saltwater,2026-06-01T07:15:00Z,0.392,S13,31,3,FAGR,FALSE,12.57,A2
Saltwater,2026-06-01T07:15:00Z,0.428,S15,31,4,FAGR,FALSE,12.57,E4
Saltwater,2026-06-01T07:15:00Z,0.467,S16,31,5,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T07:15:00Z,0.445,S17,31,6,FAGR,FALSE,12.57,D1
Saltwater,2026-06-01T07:15:00Z,0.473,SD16,31,8,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T07:30:00Z,0.586,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T07:30:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T07:30:00Z,0.392,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T07:30:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T07:30:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T07:30:00Z,0.445,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T07:30:00Z,0.473,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T07:45:00Z,0.586,S2,31,1,LITU,FALSE,12.57,C5
Saltwater,2026-06-01T07:45:00Z,0.54,S3,31,2,LITU,FALSE,12.57,E5
Saltwater,2026-06-01T07:45:00Z,0.392,S13,31,3,FAGR,FALSE,12.57,A2
Saltwater,2026-06-01T07:45:00Z,0.428,S15,31,4,FAGR,FALSE,12.57,E4
Saltwater,2026-06-01T07:45:00Z,0.467,S16,31,5,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T07:45:00Z,0.445,S17,31,6,FAGR,FALSE,12.57,D1
Saltwater,2026-06-01T07:45:00Z,0.473,SD16,31,8,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T08:00:00Z,0.586,S2,31,1,LITU,FALSE,12.59,C5
Saltwater,2026-06-01T08:00:00Z,0.54,S3,31,2,LITU,FALSE,12.59,E5
Saltwater,2026-06-01T08:00:00Z,0.392,S13,31,3,FAGR,FALSE,12.59,A2
Saltwater,2026-06-01T08:00:00Z,0.428,S15,31,4,FAGR,FALSE,12.59,E4
Saltwater,2026-06-01T08:00:00Z,0.467,S16,31,5,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T08:00:00Z,0.445,S17,31,6,FAGR,FALSE,12.59,D1
Saltwater,2026-06-01T08:00:00Z,0.472,SD16,31,8,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T08:15:00Z,0.586,S2,31,1,LITU,FALSE,12.57,C5
Saltwater,2026-06-01T08:15:00Z,0.54,S3,31,2,LITU,FALSE,12.57,E5
Saltwater,2026-06-01T08:15:00Z,0.391,S13,31,3,FAGR,FALSE,12.57,A2
Saltwater,2026-06-01T08:15:00Z,0.428,S15,31,4,FAGR,FALSE,12.57,E4
Saltwater,2026-06-01T08:15:00Z,0.467,S16,31,5,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T08:15:00Z,0.445,S17,31,6,FAGR,FALSE,12.57,D1
Saltwater,2026-06-01T08:15:00Z,0.472,SD16,31,8,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T08:30:00Z,0.586,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T08:30:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T08:30:00Z,0.391,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T08:30:00Z,0.429,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T08:30:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T08:30:00Z,0.445,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T08:30:00Z,0.472,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T08:45:00Z,0.586,S2,31,1,LITU,FALSE,12.57,C5
Saltwater,2026-06-01T08:45:00Z,0.54,S3,31,2,LITU,FALSE,12.57,E5
Saltwater,2026-06-01T08:45:00Z,0.391,S13,31,3,FAGR,FALSE,12.57,A2
Saltwater,2026-06-01T08:45:00Z,0.428,S15,31,4,FAGR,FALSE,12.57,E4
Saltwater,2026-06-01T08:45:00Z,0.467,S16,31,5,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T08:45:00Z,0.445,S17,31,6,FAGR,FALSE,12.57,D1
Saltwater,2026-06-01T08:45:00Z,0.472,SD16,31,8,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T09:00:00Z,0.586,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T09:00:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T09:00:00Z,0.391,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T09:00:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T09:00:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T09:00:00Z,0.445,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T09:00:00Z,0.471,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T09:15:00Z,0.586,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T09:15:00Z,0.54,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T09:15:00Z,0.391,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T09:15:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T09:15:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T09:15:00Z,0.445,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T09:15:00Z,0.471,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T09:30:00Z,0.586,S2,31,1,LITU,FALSE,12.59,C5
Saltwater,2026-06-01T09:30:00Z,0.54,S3,31,2,LITU,FALSE,12.59,E5
Saltwater,2026-06-01T09:30:00Z,0.39,S13,31,3,FAGR,FALSE,12.59,A2
Saltwater,2026-06-01T09:30:00Z,0.428,S15,31,4,FAGR,FALSE,12.59,E4
Saltwater,2026-06-01T09:30:00Z,0.467,S16,31,5,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T09:30:00Z,0.445,S17,31,6,FAGR,FALSE,12.59,D1
Saltwater,2026-06-01T09:30:00Z,0.471,SD16,31,8,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T09:45:00Z,0.586,S2,31,1,LITU,FALSE,12.57,C5
Saltwater,2026-06-01T09:45:00Z,0.54,S3,31,2,LITU,FALSE,12.57,E5
Saltwater,2026-06-01T09:45:00Z,0.39,S13,31,3,FAGR,FALSE,12.57,A2
Saltwater,2026-06-01T09:45:00Z,0.429,S15,31,4,FAGR,FALSE,12.57,E4
Saltwater,2026-06-01T09:45:00Z,0.467,S16,31,5,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T09:45:00Z,0.445,S17,31,6,FAGR,FALSE,12.57,D1
Saltwater,2026-06-01T09:45:00Z,0.47,SD16,31,8,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T10:00:00Z,0.586,S2,31,1,LITU,FALSE,12.59,C5
Saltwater,2026-06-01T10:00:00Z,0.539,S3,31,2,LITU,FALSE,12.59,E5
Saltwater,2026-06-01T10:00:00Z,0.388,S13,31,3,FAGR,FALSE,12.59,A2
Saltwater,2026-06-01T10:00:00Z,0.429,S15,31,4,FAGR,FALSE,12.59,E4
Saltwater,2026-06-01T10:00:00Z,0.467,S16,31,5,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T10:00:00Z,0.447,S17,31,6,FAGR,FALSE,12.59,D1
Saltwater,2026-06-01T10:00:00Z,0.47,SD16,31,8,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T10:15:00Z,0.586,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T10:15:00Z,0.539,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T10:15:00Z,0.388,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T10:15:00Z,0.429,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T10:15:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T10:15:00Z,0.447,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T10:15:00Z,0.47,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T10:30:00Z,0.585,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T10:30:00Z,0.539,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T10:30:00Z,0.388,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T10:30:00Z,0.429,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T10:30:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T10:30:00Z,0.448,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T10:30:00Z,0.469,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T10:45:00Z,0.583,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T10:45:00Z,0.539,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T10:45:00Z,0.388,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T10:45:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T10:45:00Z,0.467,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T10:45:00Z,0.448,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T10:45:00Z,0.469,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T11:00:00Z,0.575,S2,31,1,LITU,FALSE,12.59,C5
Saltwater,2026-06-01T11:00:00Z,0.539,S3,31,2,LITU,FALSE,12.59,E5
Saltwater,2026-06-01T11:00:00Z,0.388,S13,31,3,FAGR,FALSE,12.59,A2
Saltwater,2026-06-01T11:00:00Z,0.428,S15,31,4,FAGR,FALSE,12.59,E4
Saltwater,2026-06-01T11:00:00Z,0.466,S16,31,5,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T11:00:00Z,0.448,S17,31,6,FAGR,FALSE,12.59,D1
Saltwater,2026-06-01T11:00:00Z,0.469,SD16,31,8,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T11:15:00Z,0.562,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T11:15:00Z,0.539,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T11:15:00Z,0.388,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T11:15:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T11:15:00Z,0.466,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T11:15:00Z,0.448,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T11:15:00Z,0.469,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T11:30:00Z,0.547,S2,31,1,LITU,FALSE,12.59,C5
Saltwater,2026-06-01T11:30:00Z,0.538,S3,31,2,LITU,FALSE,12.59,E5
Saltwater,2026-06-01T11:30:00Z,0.389,S13,31,3,FAGR,FALSE,12.59,A2
Saltwater,2026-06-01T11:30:00Z,0.428,S15,31,4,FAGR,FALSE,12.59,E4
Saltwater,2026-06-01T11:30:00Z,0.465,S16,31,5,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T11:30:00Z,0.449,S17,31,6,FAGR,FALSE,12.59,D1
Saltwater,2026-06-01T11:30:00Z,0.47,SD16,31,8,FAGR,FALSE,12.59,C2
Saltwater,2026-06-01T11:45:00Z,0.53,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T11:45:00Z,0.537,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T11:45:00Z,0.389,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T11:45:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T11:45:00Z,0.464,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T11:45:00Z,0.449,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T11:45:00Z,0.47,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T12:00:00Z,0.515,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T12:00:00Z,0.534,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T12:00:00Z,0.388,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T12:00:00Z,0.428,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T12:00:00Z,0.461,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T12:00:00Z,0.45,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T12:00:00Z,0.47,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T12:15:00Z,0.502,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T12:15:00Z,0.529,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T12:15:00Z,0.386,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T12:15:00Z,0.426,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T12:15:00Z,0.455,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T12:15:00Z,0.45,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T12:15:00Z,0.47,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T12:30:00Z,0.492,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T12:30:00Z,0.521,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T12:30:00Z,0.378,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T12:30:00Z,0.421,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T12:30:00Z,0.442,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T12:30:00Z,0.449,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T12:30:00Z,0.466,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T12:45:00Z,0.484,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T12:45:00Z,0.509,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T12:45:00Z,0.366,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T12:45:00Z,0.408,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T12:45:00Z,0.422,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T12:45:00Z,0.445,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T12:45:00Z,0.458,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T13:00:00Z,0.477,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T13:00:00Z,0.496,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T13:00:00Z,0.352,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T13:00:00Z,0.386,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T13:00:00Z,0.402,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T13:00:00Z,0.433,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T13:00:00Z,0.446,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T13:15:00Z,0.472,S2,31,1,LITU,FALSE,12.57,C5
Saltwater,2026-06-01T13:15:00Z,0.483,S3,31,2,LITU,FALSE,12.57,E5
Saltwater,2026-06-01T13:15:00Z,0.335,S13,31,3,FAGR,FALSE,12.57,A2
Saltwater,2026-06-01T13:15:00Z,0.364,S15,31,4,FAGR,FALSE,12.57,E4
Saltwater,2026-06-01T13:15:00Z,0.382,S16,31,5,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T13:15:00Z,0.411,S17,31,6,FAGR,FALSE,12.57,D1
Saltwater,2026-06-01T13:15:00Z,0.433,SD16,31,8,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T13:30:00Z,0.468,S2,31,1,LITU,FALSE,12.57,C5
Saltwater,2026-06-01T13:30:00Z,0.471,S3,31,2,LITU,FALSE,12.57,E5
Saltwater,2026-06-01T13:30:00Z,0.32,S13,31,3,FAGR,FALSE,12.57,A2
Saltwater,2026-06-01T13:30:00Z,0.348,S15,31,4,FAGR,FALSE,12.57,E4
Saltwater,2026-06-01T13:30:00Z,0.36,S16,31,5,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T13:30:00Z,0.387,S17,31,6,FAGR,FALSE,12.57,D1
Saltwater,2026-06-01T13:30:00Z,0.419,SD16,31,8,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T13:45:00Z,0.466,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T13:45:00Z,0.461,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T13:45:00Z,0.304,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T13:45:00Z,0.336,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T13:45:00Z,0.334,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T13:45:00Z,0.365,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T13:45:00Z,0.406,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T14:00:00Z,0.466,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T14:00:00Z,0.457,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T14:00:00Z,0.293,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T14:00:00Z,0.331,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T14:00:00Z,0.322,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T14:00:00Z,0.355,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T14:00:00Z,0.399,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T14:15:00Z,0.466,S2,31,1,LITU,FALSE,12.58,C5
Saltwater,2026-06-01T14:15:00Z,0.454,S3,31,2,LITU,FALSE,12.58,E5
Saltwater,2026-06-01T14:15:00Z,0.286,S13,31,3,FAGR,FALSE,12.58,A2
Saltwater,2026-06-01T14:15:00Z,0.329,S15,31,4,FAGR,FALSE,12.58,E4
Saltwater,2026-06-01T14:15:00Z,0.315,S16,31,5,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T14:15:00Z,0.35,S17,31,6,FAGR,FALSE,12.58,D1
Saltwater,2026-06-01T14:15:00Z,0.395,SD16,31,8,FAGR,FALSE,12.58,C2
Saltwater,2026-06-01T14:30:00Z,0.467,S2,31,1,LITU,FALSE,12.57,C5
Saltwater,2026-06-01T14:30:00Z,0.453,S3,31,2,LITU,FALSE,12.57,E5
Saltwater,2026-06-01T14:30:00Z,0.283,S13,31,3,FAGR,FALSE,12.57,A2
Saltwater,2026-06-01T14:30:00Z,0.328,S15,31,4,FAGR,FALSE,12.57,E4
Saltwater,2026-06-01T14:30:00Z,0.316,S16,31,5,FAGR,FALSE,12.57,C2
Saltwater,2026-06-01T14:30:00Z,0.349,S17,31,6,FAGR,FALSE,12.57,D1
